,LAUS Code,State FIPS Code,County FIPS Code,County Name/State Abbreviation,Labor Force,Employed,Unemployed Level,Unemployed Rate
897,CN2001500000000,20,15," Butler County, KS",30851.88888888889,29381.62962962963,1470.2592592592594,4.76551724137931
898,CN2001700000000,20,17," Chase County, KS",1458.888888888889,1393.037037037037,66.0,4.499999999999999
899,CN2001900000000,20,19," Chautauqua County, KS",1734.7037037037037,1635.0740740740741,99.65517241379311,5.693103448275861
900,CN2002100000000,20,21," Cherokee County, KS",10467.148148148148,9801.888888888889,662.5172413793103,6.313793103448278
901,CN2002300000000,20,23," Cheyenne County, KS",1471.9259259259259,1432.6296296296296,40.724137931034484,2.779310344827586
902,CN2002500000000,20,25," Clark County, KS",1230.2222222222222,1197.4444444444443,33.241379310344826,2.727586206896552
903,CN2002700000000,20,27," Clay County, KS",4523.222222222223,4347.777777777777,176.0344827586207,3.882758620689656
904,CN2002900000000,20,29," Cloud County, KS",5018.037037037037,4829.666666666667,189.6551724137931,3.7758620689655173
905,CN2003100000000,20,31," Coffey County, KS",4575.666666666667,4313.814814814815,262.62068965517244,5.682758620689655
906,CN2003300000000,20,33," Comanche County, KS",1029.2222222222222,1002.2962962962963,27.20689655172414,2.6482758620689655
907,CN2003500000000,20,35," Cowley County, KS",17818.51851851852,16872.925925925927,941.1724137931035,5.26896551724138
908,CN2003700000000,20,37," Crawford County, KS",18612.48148148148,17580.703703703704,1030.2142857142858,5.520689655172413
909,CN2003900000000,20,39," Decatur County, KS",1668.7777777777778,1617.4444444444443,51.689655172413794,3.1586206896551725
910,CN2004100000000,20,41," Dickinson County, KS",10046.703703703704,9593.074074074075,453.17241379310343,4.4896551724137925
911,CN2004300000000,20,43," Doniphan County, KS",4255.925925925926,3983.1111111111113,271.2758620689655,6.3482758620689665
912,CN2004500000000,20,45," Douglas County, KS",58170.851851851854,55699.59259259259,2471.259259259259,4.237931034482759
913,CN2004700000000,20,47," Edwards County, KS",1713.5185185185185,1657.2222222222222,56.275862068965516,3.279310344827586
914,CN2004900000000,20,49," Elk County, KS",1387.6666666666667,1311.962962962963,75.6896551724138,5.403448275862068
915,CN2005100000000,20,51," Ellis County, KS",16691.85185185185,16171.74074074074,519.9310344827586,3.113793103448276
916,CN2005300000000,20,53," Ellsworth County, KS",3131.962962962963,3022.4074074074074,110.75862068965517,3.482758620689655
917,CN2005500000000,20,55," Finney County, KS",19307.333333333332,18609.037037037036,697.4827586206897,3.6310344827586207
918,CN2005700000000,20,57," Ford County, KS",16636.222222222223,16086.074074074075,551.5862068965517,3.2931034482758625
919,CN2005900000000,20,59," Franklin County, KS",13337.962962962964,12596.37037037037,742.1034482758621,5.551724137931033
920,CN2006100000000,20,61," Geary County, KS",11627.962962962964,10841.962962962964,775.0,6.66206896551724
921,CN2006300000000,20,63," Gove County, KS",1508.2222222222222,1471.0740740740741,37.62068965517241,2.493103448275862
922,CN2006500000000,20,65," Graham County, KS",1468.962962962963,1419.0740740740741,49.793103448275865,3.424137931034483
923,CN2006700000000,20,67," Grant County, KS",3875.740740740741,3745.5925925925926,129.75862068965517,3.3344827586206893
924,CN2006900000000,20,69," Gray County, KS",3140.296296296296,3057.740740740741,83.27586206896552,2.651724137931035
925,CN2007100000000,20,71," Greeley County, KS",829.6896551724138,805.3103448275862,24.379310344827587,2.9758620689655166
926,CN2007300000000,20,73," Greenwood County, KS",3441.8888888888887,3258.3333333333335,183.10344827586206,5.282758620689654
927,CN2007500000000,20,75," Hamilton County, KS",1406.6666666666667,1371.2222222222222,35.827586206896555,2.5620689655172417
928,CN2007700000000,20,77," Harper County, KS",3099.0,2983.703703703704,115.48275862068965,3.7103448275862068
929,CN2007900000000,20,79," Harvey County, KS",17160.59259259259,16435.074074074073,730.5862068965517,4.224137931034484
930,CN2008100000000,20,81," Haskell County, KS",2181.0,2120.777777777778,60.41379310344828,2.7551724137931037
931,CN2008300000000,20,83," Hodgeman County, KS",1001.6206896551724,971.9310344827586,29.689655172413794,2.9620689655172416
932,CN2008500000000,20,85," Jackson County, KS",6962.592592592592,6610.925925925926,354.41379310344826,5.141379310344826
933,CN2008700000000,20,87," Jefferson County, KS",9853.777777777777,9365.518518518518,488.58620689655174,4.958620689655172
934,CN2008900000000,20,89," Jewell County, KS",1828.6296296296296,1773.6296296296296,55.41379310344828,3.1275862068965523
935,CN2009100000000,20,91," Johnson County, KS",278387.5925925926,267747.4074074074,10640.185185185184,3.806896551724138
936,CN2009300000000,20,93," Kearny County, KS",2093.1111111111113,2026.111111111111,67.93103448275862,3.2551724137931033
937,CN2009500000000,20,95," Kingman County, KS",4026.962962962963,3847.1111111111113,179.24137931034483,4.434482758620691
938,CN2009700000000,20,97," Kiowa County, KS",1557.962962962963,1511.4814814814815,46.86206896551724,3.037931034482759
939,CN2009900000000,20,99," Labette County, KS",10976.148148148148,10274.62962962963,696.1034482758621,6.3517241379310345
940,CN2010100000000,20,101," Lane County, KS",1038.4814814814815,1005.2592592592592,33.51724137931034,3.244827586206896
941,CN2010300000000,20,103," Leavenworth County, KS",31410.51851851852,29730.703703703704,1679.8148148148148,5.362068965517241
942,CN2010500000000,20,105," Lincoln County, KS",1823.7037037037037,1751.3703703703704,72.24137931034483,3.951724137931035
943,CN2010700000000,20,107," Linn County, KS",4104.481481481482,3777.5555555555557,326.9310344827586,7.982758620689654
944,CN2010900000000,20,109," Logan County, KS",1653.888888888889,1607.4814814814815,46.724137931034484,2.8448275862068964
945,CN2011100000000,20,111," Lyon County, KS",18448.25925925926,17591.62962962963,856.1724137931035,4.644827586206896
946,CN2011300000000,20,113," McPherson County, KS",16036.296296296296,15501.814814814816,539.8275862068965,3.344827586206896
947,CN2011500000000,20,115," Marion County, KS",6600.259259259259,6360.111111111111,242.55172413793105,3.682758620689655
948,CN2011700000000,20,117," Marshall County, KS",5773.259259259259,5577.814814814815,196.55172413793105,3.386206896551724
949,CN2011900000000,20,119," Meade County, KS",2288.0,2224.5185185185187,64.13793103448276,2.7896551724137932
950,CN2012100000000,20,121," Miami County, KS",15175.074074074075,14426.703703703704,751.3103448275862,4.896551724137931
951,CN2012300000000,20,123," Mitchell County, KS",3615.037037037037,3501.740740740741,114.0,3.168965517241379
952,CN2012500000000,20,125," Montgomery County, KS",17429.962962962964,16303.333333333334,1110.896551724138,6.341379310344828
953,CN2012700000000,20,127," Morris County, KS",3073.5185185185187,2937.8888888888887,135.6551724137931,4.413793103448276
954,CN2012900000000,20,129," Morton County, KS",1633.111111111111,1582.962962962963,50.37931034482759,3.1034482758620694
955,CN2013100000000,20,131," Nemaha County, KS",5574.666666666667,5408.444444444444,167.82758620689654,3.0172413793103448
956,CN2013300000000,20,133," Neosho County, KS",8045.518518518518,7587.2962962962965,454.3448275862069,5.727586206896553
957,CN2013500000000,20,135," Ness County, KS",1735.888888888889,1686.888888888889,49.172413793103445,2.86551724137931
958,CN2013700000000,20,137," Norton County, KS",2904.703703703704,2827.777777777778,78.10344827586206,2.7172413793103454
959,CN2013900000000,20,139," Osage County, KS",8472.814814814816,7964.111111111111,509.51724137931035,6.017241379310346
960,CN2014100000000,20,141," Osborne County, KS",2286.296296296296,2213.4814814814813,73.55172413793103,3.2379310344827585
961,CN2014300000000,20,143," Ottawa County, KS",3145.222222222222,3019.8518518518517,126.06896551724138,3.96896551724138
962,CN2014500000000,20,145," Pawnee County, KS",3591.037037037037,3476.037037037037,116.65517241379311,3.241379310344827
963,CN2014700000000,20,147," Phillips County, KS",3091.925925925926,2989.703703703704,102.37931034482759,3.317241379310345
964,CN2014900000000,20,149," Pottawatomie County, KS",10581.777777777777,10161.111111111111,419.6551724137931,3.975862068965517
965,CN2015100000000,20,151," Pratt County, KS",5226.555555555556,5045.481481481482,181.06896551724137,3.427586206896551
966,CN2015300000000,20,153," Rawlins County, KS",1501.2962962962963,1458.9259259259259,42.758620689655174,2.910344827586207
967,CN2015500000000,20,155," Reno County, KS",32162.222222222223,30699.25925925926,1462.962962962963,4.5551724137931044
968,CN2015700000000,20,157," Republic County, KS",2905.5555555555557,2820.5925925925926,86.34482758620689,3.0275862068965522
969,CN2015900000000,20,159," Rice County, KS",5231.777777777777,5015.962962962963,217.44827586206895,4.137931034482759
970,CN2016100000000,20,161," Riley County, KS",32931.25925925926,31659.555555555555,1271.7037037037037,3.8517241379310354
971,CN2016300000000,20,163," Rooks County, KS",2781.8888888888887,2671.703703703704,109.93103448275862,3.972413793103448
972,CN2016500000000,20,165," Rush County, KS",1783.4444444444443,1719.148148148148,64.27586206896552,3.631034482758621
973,CN2016700000000,20,167," Russell County, KS",3633.8888888888887,3491.962962962963,142.24137931034483,3.9275862068965526
974,CN2016900000000,20,169," Saline County, KS",30040.59259259259,28812.074074074073,1228.5185185185185,4.086206896551723
975,CN2017100000000,20,171," Scott County, KS",2795.4814814814813,2723.259259259259,73.24137931034483,2.624137931034483
976,CN2017300000000,20,173," Sedgwick County, KS",239198.59259259258,226667.7037037037,12530.888888888889,5.200000000000001
977,CN2017500000000,20,175," Seward County, KS",10491.888888888889,10084.074074074075,406.0344827586207,3.8655172413793095
978,CN2017700000000,20,177," Shawnee County, KS",91216.37037037036,86766.14814814815,4450.222222222223,4.886206896551723
979,CN2017900000000,20,179," Sheridan County, KS",1498.3703703703704,1461.7407407407406,37.06896551724138,2.468965517241379
980,CN2018100000000,20,181," Sherman County, KS",3573.3703703703704,3465.703703703704,108.17241379310344,3.0586206896551724
981,CN2018300000000,20,183," Smith County, KS",2268.814814814815,2200.222222222222,69.24137931034483,3.0689655172413794
982,CN2018500000000,20,185," Stafford County, KS",2279.185185185185,2197.777777777778,81.51724137931035,3.596551724137931
983,CN2018700000000,20,187," Stanton County, KS",1104.5555555555557,1073.2592592592594,31.379310344827587,2.841379310344826
984,CN2018900000000,20,189," Stevens County, KS",2649.1111111111113,2564.8888888888887,84.51724137931035,3.2206896551724133
985,CN2019100000000,20,191," Sumner County, KS",12142.518518518518,11495.481481481482,646.7241379310345,5.331034482758622
986,CN2019300000000,20,193," Thomas County, KS",4421.555555555556,4292.925925925926,128.9655172413793,2.9172413793103447
987,CN2019500000000,20,195," Trego County, KS",1712.962962962963,1661.1851851851852,52.0,3.089655172413793
988,CN2019700000000,20,197," Wabaunsee County, KS",3624.6666666666665,3462.4074074074074,161.6551724137931,4.448275862068965
989,CN2019900000000,20,199," Wallace County, KS",878.4827586206897,851.7241379310345,26.75862068965517,3.034482758620689
990,CN2020100000000,20,201," Washington County, KS",3354.8518518518517,3235.3703703703704,119.72413793103448,3.562068965517241
991,CN2020300000000,20,203," Wichita County, KS",1268.962962962963,1230.851851851852,38.37931034482759,3.0172413793103448
992,CN2020500000000,20,205," Wilson County, KS",4778.962962962963,4490.666666666667,283.7931034482759,5.986206896551724
993,CN2020700000000,20,207," Woodson County, KS",1674.9259259259259,1576.0740740740741,98.58620689655173,5.875862068965518
994,CN2020900000000,20,209," Wyandotte County, KS",75437.77777777778,69496.03703703704,5941.740740740741,7.8999999999999995
995,CN2100100000000,21,1," Adair County, KY",7958.185185185185,7311.592592592592,636.0689655172414,7.955172413793103
996,CN2100300000000,21,3," Allen County, KY",8573.666666666666,7999.814814814815,572.3448275862069,6.720689655172414
997,CN2100500000000,21,5," Anderson County, KY",10325.666666666666,9798.518518518518,528.0,5.003448275862069
998,CN2100700000000,21,7," Ballard County, KY",3949.8888888888887,3640.5925925925926,306.58620689655174,7.7655172413793085
999,CN2100900000000,21,9," Barren County, KY",18738.74074074074,17583.703703703704,1155.037037037037,6.1
1000,CN2101100000000,21,11," Bath County, KY",4950.666666666667,4495.518518518518,451.55172413793105,9.179310344827586
1001,CN2101300000000,21,13," Bell County, KY",9780.962962962964,8871.703703703704,896.3793103448276,9.124137931034484
1002,CN2101500000000,21,15," Boone County, KY",52878.96296296296,50253.81481481482,2625.1481481481483,4.813793103448278
1003,CN2101700000000,21,17," Bourbon County, KY",9736.481481481482,9238.62962962963,498.7241379310345,5.120689655172413
1004,CN2101900000000,21,19," Boyd County, KY",21433.48148148148,19802.59259259259,1630.888888888889,7.4862068965517246
1005,CN2102100000000,21,21," Boyle County, KY",13059.222222222223,12236.74074074074,824.4137931034483,6.337931034482759
1006,CN2102300000000,21,23," Bracken County, KY",3933.259259259259,3660.1111111111113,272.48275862068965,6.900000000000002
1007,CN2102500000000,21,25," Breathitt County, KY",4752.222222222223,4268.0,479.41379310344826,10.051724137931036
1008,CN2102700000000,21,27," Breckinridge County, KY",8136.037037037037,7535.481481481482,601.3793103448276,7.327586206896551
1009,CN2102900000000,21,29," Bullitt County, KY",34804.88888888889,32921.7037037037,1883.1851851851852,5.2862068965517235
1010,CN2103100000000,21,31," Butler County, KY",5619.740740740741,5190.0,429.7931034482759,7.675862068965516
1011,CN2103300000000,21,33," Caldwell County, KY",6165.851851851852,5744.185185185185,417.51724137931035,6.744827586206896
1012,CN2103500000000,21,35," Calloway County, KY",17538.296296296296,16548.333333333332,989.6785714285714,5.6448275862068975
1013,CN2103700000000,21,37," Campbell County, KY",46115.0,43747.444444444445,2367.5555555555557,5.137931034482759
1014,CN2103900000000,21,39," Carlisle County, KY",2463.962962962963,2291.4074074074074,171.31034482758622,6.993103448275862
1015,CN2104100000000,21,41," Carroll County, KY",5008.074074074074,4675.777777777777,331.0344827586207,6.513793103448274
1016,CN2104300000000,21,43," Carter County, KY",11572.925925925925,10242.925925925925,1330.0,11.32758620689655
1017,CN2104500000000,21,45," Casey County, KY",6891.851851851852,6411.888888888889,479.13793103448273,6.913793103448276
1018,CN2104700000000,21,47," Christian County, KY",26088.222222222223,24308.88888888889,1779.3333333333333,6.772413793103447
1019,CN2104900000000,21,49," Clark County, KY",16459.925925925927,15489.962962962964,967.7241379310345,5.841379310344827
1020,CN2105100000000,21,51," Clay County, KY",6578.777777777777,5937.222222222223,642.4827586206897,9.820689655172412
1021,CN2105300000000,21,53," Clinton County, KY",4414.740740740741,4061.185185185185,348.44827586206895,7.93448275862069
1022,CN2105500000000,21,55," Crittenden County, KY",4070.962962962963,3777.8888888888887,289.58620689655174,7.117241379310345
1023,CN2105700000000,21,57," Cumberland County, KY",3003.777777777778,2755.3703703703704,247.0,8.24137931034483
1024,CN2105900000000,21,59," Daviess County, KY",47079.59259259259,44313.333333333336,2766.259259259259,5.858620689655171
1025,CN2106100000000,21,61," Edmonson County, KY",4900.148148148148,4493.0,405.1034482758621,8.220689655172414
1026,CN2106300000000,21,63," Elliott County, KY",2533.3703703703704,2216.740740740741,313.7241379310345,12.299999999999999
1027,CN2106500000000,21,65," Estill County, KY",5791.740740740741,5332.0,456.58620689655174,7.851724137931035
1028,CN2106700000000,21,67," Fayette County, KY",149956.14814814815,143725.62962962964,6230.518518518518,4.110344827586207
1029,CN2106900000000,21,69," Fleming County, KY",6342.925925925926,5899.592592592592,441.37931034482756,6.913793103448277
1030,CN2107100000000,21,71," Floyd County, KY",13823.555555555555,12551.703703703704,1261.2857142857142,9.03793103448276
1031,CN2107300000000,21,73," Franklin County, KY",24628.59259259259,23504.777777777777,1123.8148148148148,4.56551724137931
1032,CN2107500000000,21,75," Fulton County, KY",3026.3333333333335,2759.5555555555557,262.9655172413793,8.70344827586207
1033,CN2107700000000,21,77," Gallatin County, KY",3630.703703703704,3396.5925925925926,232.72413793103448,6.320689655172414
1034,CN2107900000000,21,79," Garrard County, KY",7206.7037037037035,6772.407407407408,435.82758620689657,5.986206896551724
1035,CN2108100000000,21,81," Grant County, KY",10747.703703703704,10056.037037037036,690.8620689655172,6.3034482758620705
1036,CN2108300000000,21,83," Graves County, KY",16409.666666666668,15199.62962962963,1210.037037037037,7.458620689655173
1037,CN2108500000000,21,85," Grayson County, KY",11065.592592592593,10145.0,924.448275862069,8.320689655172414
1038,CN2108700000000,21,87," Green County, KY",5264.814814814815,4882.740740740741,378.3448275862069,7.220689655172415
1039,CN2108900000000,21,89," Greenup County, KY",15831.185185185184,14595.555555555555,1235.6296296296296,7.706896551724137
1040,CN2109100000000,21,91," Hancock County, KY",3946.1481481481483,3662.8888888888887,281.2758620689655,7.141379310344828
1041,CN2109300000000,21,93," Hardin County, KY",42447.148148148146,39808.22222222222,2638.925925925926,6.15862068965517
1042,CN2109500000000,21,95," Harlan County, KY",9563.037037037036,8449.0,1092.4137931034484,11.365517241379306
1043,CN2109700000000,21,97," Harrison County, KY",8414.666666666666,7902.2962962962965,511.8965517241379,6.003448275862069
1044,CN2109900000000,21,99," Hart County, KY",7820.37037037037,7318.407407407408,502.0689655172414,6.403448275862069
1045,CN2110100000000,21,101," Henderson County, KY",22800.814814814814,21420.222222222223,1380.5925925925926,5.9896551724137925
1046,CN2110300000000,21,103," Henry County, KY",7576.222222222223,7183.037037037037,397.41379310344826,5.19655172413793
1047,CN2110500000000,21,105," Hickman County, KY",2272.740740740741,2116.0,156.10344827586206,6.931034482758618
1048,CN2110700000000,21,107," Hopkins County, KY",20972.444444444445,19545.962962962964,1426.4814814814815,6.703448275862069
1049,CN2110900000000,21,109," Jackson County, KY",4941.074074074074,4493.777777777777,444.7241379310345,9.26896551724138
1050,CN2111100000000,21,111," Jefferson County, KY",366869.037037037,346104.7037037037,20764.333333333332,5.6689655172413795
1051,CN2111300000000,21,113," Jessamine County, KY",21710.222222222223,20734.14814814815,976.074074074074,4.386206896551724
1052,CN2111500000000,21,115," Johnson County, KY",9009.592592592593,8271.518518518518,731.2068965517242,8.148275862068965
1053,CN2111700000000,21,117," Kenton County, KY",81266.5925925926,77081.70370370371,4184.888888888889,5.113793103448276
1054,CN2111900000000,21,119," Knott County, KY",5671.185185185185,5126.62962962963,538.4827586206897,9.455172413793106
1055,CN2112100000000,21,121," Knox County, KY",10910.62962962963,9968.62962962963,932.2758620689655,8.506896551724138
1056,CN2112300000000,21,123," Larue County, KY",6133.7037037037035,5769.037037037037,368.0689655172414,5.920689655172413
1057,CN2112500000000,21,125," Laurel County, KY",23418.296296296296,21766.74074074074,1651.5555555555557,6.96206896551724
1058,CN2112700000000,21,127," Lawrence County, KY",5360.777777777777,4803.222222222223,551.7931034482758,10.296551724137935
1059,CN2112900000000,21,129," Lee County, KY",2443.8518518518517,2226.5925925925926,216.27586206896552,8.799999999999999
1060,CN2113100000000,21,131," Leslie County, KY",3780.074074074074,3415.703703703704,360.44827586206895,9.713793103448275
1061,CN2113300000000,21,133," Letcher County, KY",8136.592592592592,7268.925925925926,853.9655172413793,10.420689655172414
1062,CN2113500000000,21,135," Lewis County, KY",5373.074074074074,4778.555555555556,587.2068965517242,10.86551724137931
1063,CN2113700000000,21,137," Lincoln County, KY",10099.37037037037,9379.592592592593,721.8620689655172,7.117241379310346
1064,CN2113900000000,21,139," Livingston County, KY",4462.7037037037035,4125.814814814815,333.58620689655174,7.520689655172412
1065,CN2114100000000,21,141," Logan County, KY",12534.666666666666,11805.592592592593,730.7931034482758,5.8482758620689665
1066,CN2114300000000,21,143," Lyon County, KY",3117.296296296296,2886.703703703704,230.41379310344828,7.375862068965518
1067,CN2114500000000,21,145," McCracken County, KY",31290.074074074073,29464.37037037037,1825.7037037037037,5.844827586206896
1068,CN2114700000000,21,147," McCreary County, KY",5694.111111111111,5113.074074074074,579.8275862068965,10.175862068965516
1069,CN2114900000000,21,149," McLean County, KY",4474.62962962963,4123.148148148148,350.9310344827586,7.841379310344828
1070,CN2115100000000,21,151," Madison County, KY",39026.444444444445,37034.07407407407,1992.3703703703704,5.010344827586208
1071,CN2115300000000,21,153," Magoffin County, KY",4257.62962962963,3636.3703703703704,611.5862068965517,14.448275862068966
1072,CN2115500000000,21,155," Marion County, KY",9184.111111111111,8545.148148148148,631.551724137931,6.865517241379311
1073,CN2115700000000,21,157," Marshall County, KY",14466.518518518518,13441.185185185184,1017.7931034482758,7.044827586206896
1074,CN2115900000000,21,159," Martin County, KY",3474.1481481481483,3149.6296296296296,321.0344827586207,9.241379310344827
1075,CN2116100000000,21,161," Mason County, KY",8182.111111111111,7663.592592592592,517.3793103448276,6.334482758620689
1076,CN2116300000000,21,163," Meade County, KY",11194.37037037037,10449.148148148148,749.6551724137931,6.586206896551724
1077,CN2116500000000,21,165," Menifee County, KY",2514.703703703704,2252.925925925926,258.7931034482759,10.365517241379312
1078,CN2116700000000,21,167," Mercer County, KY",10318.666666666666,9707.444444444445,611.0,5.93448275862069
1079,CN2116900000000,21,169," Metcalfe County, KY",4501.592592592592,4207.185185185185,291.2068965517241,6.458620689655171
1080,CN2117100000000,21,171," Monroe County, KY",5032.185185185185,4690.666666666667,339.82758620689657,6.737931034482758
1081,CN2117300000000,21,173," Montgomery County, KY",11504.481481481482,10623.296296296296,873.3793103448276,7.641379310344826
1082,CN2117500000000,21,175," Morgan County, KY",4806.259259259259,4336.37037037037,469.1034482758621,9.734482758620688
1083,CN2117700000000,21,177," Muhlenberg County, KY",12477.407407407407,11382.777777777777,1094.6296296296296,8.762068965517242
1084,CN2117900000000,21,179," Nelson County, KY",19584.296296296296,18282.14814814815,1302.148148148148,6.565517241379309
1085,CN2118100000000,21,181," Nicholas County, KY",3323.074074074074,3096.3703703703704,227.79310344827587,6.882758620689654
1086,CN2118300000000,21,183," Ohio County, KY",10189.296296296296,9369.185185185184,814.1379310344828,7.9896551724137925
1087,CN2118500000000,21,185," Oldham County, KY",25694.555555555555,24634.85185185185,1059.7037037037037,4.0310344827586215
1088,CN2118700000000,21,187," Owen County, KY",5030.888888888889,4772.518518518518,260.7241379310345,5.068965517241379
1089,CN2118900000000,21,189," Owsley County, KY",1451.8148148148148,1334.888888888889,117.34482758620689,8.213793103448277
1090,CN2119100000000,21,191," Pendleton County, KY",6797.444444444444,6366.814814814815,430.0344827586207,6.227586206896553
1091,CN2119300000000,21,193," Perry County, KY",10646.555555555555,9665.333333333334,968.448275862069,9.044827586206896
1092,CN2119500000000,21,195," Pike County, KY",24856.11111111111,22717.11111111111,2139.0,8.420689655172414
1093,CN2119700000000,21,197," Powell County, KY",5673.7037037037035,5184.2962962962965,484.2758620689655,8.641379310344828
1094,CN2119900000000,21,199," Pulaski County, KY",25718.555555555555,23899.814814814814,1818.7407407407406,6.99655172413793
1095,CN2120100000000,21,201," Robertson County, KY",956.4444444444445,897.75,62.55172413793103,6.582758620689654
1096,CN2120300000000,21,203," Rockcastle County, KY",6670.148148148148,6166.259259259259,505.0344827586207,7.499999999999999
1097,CN2120500000000,21,205," Rowan County, KY",10493.407407407407,9804.703703703704,689.3793103448276,6.489655172413793
1098,CN2120700000000,21,207," Russell County, KY",6998.592592592592,6297.444444444444,689.1034482758621,9.906896551724136
1099,CN2120900000000,21,209," Scott County, KY",20524.37037037037,19554.333333333332,970.0370370370371,4.5551724137931044
1100,CN2121100000000,21,211," Shelby County, KY",19310.85185185185,18435.37037037037,875.4814814814815,4.413793103448276
1101,CN2121300000000,21,213," Simpson County, KY",8437.74074074074,7904.740740740741,531.0344827586207,6.23448275862069
1102,CN2121500000000,21,215," Spencer County, KY",7098.259259259259,6721.148148148148,384.2068965517241,4.96896551724138
1103,CN2121700000000,21,217," Taylor County, KY",11809.555555555555,10946.222222222223,848.8965517241379,7.2137931034482765
1104,CN2121900000000,21,219," Todd County, KY",5437.259259259259,5125.518518518518,319.13793103448273,5.879310344827586
1105,CN2122100000000,21,221," Trigg County, KY",5905.37037037037,5510.592592592592,395.48275862068965,6.568965517241378
1106,CN2122300000000,21,223," Trimble County, KY",3688.074074074074,3458.4074074074074,233.6551724137931,6.082758620689656
1107,CN2122500000000,21,225," Union County, KY",6907.888888888889,6417.62962962963,485.7931034482759,6.9862068965517246
1108,CN2122700000000,21,227," Warren County, KY",53258.48148148148,50333.0,2925.4814814814813,5.427586206896552
1109,CN2122900000000,21,229," Washington County, KY",5682.407407407408,5358.37037037037,323.0,5.720689655172413
1110,CN2123100000000,21,231," Wayne County, KY",7884.444444444444,7197.074074074074,678.3793103448276,8.589655172413794
1111,CN2123300000000,21,233," Webster County, KY",6110.62962962963,5699.740740740741,405.7931034482759,6.627586206896549
1112,CN2123500000000,21,235," Whitley County, KY",13968.074074074075,12877.481481481482,1079.4827586206898,7.693103448275862
1113,CN2123700000000,21,237," Wolfe County, KY",2534.185185185185,2283.703703703704,248.68965517241378,10.155172413793101
1114,CN2123900000000,21,239," Woodford County, KY",13262.666666666666,12749.962962962964,516.0,3.8620689655172415
1115,CN2200100000000,22,1," Acadia Parish, LA",24181.555555555555,22636.0,1524.142857142857,6.331034482758621
1116,CN2200300000000,22,3," Allen Parish, LA",8765.592592592593,8060.481481481482,701.3103448275862,8.044827586206894
1117,CN2200500000000,22,5," Ascension Parish, LA",43809.444444444445,41325.96296296296,2483.4814814814813,5.7827586206896555
1118,CN2200700000000,22,7," Assumption Parish, LA",9758.62962962963,9006.0,754.2068965517242,7.741379310344827
1119,CN2200900000000,22,9," Avoyelles Parish, LA",15806.74074074074,14551.777777777777,1239.0357142857142,7.893103448275861
1120,CN2201100000000,22,11," Beauregard Parish, LA",13629.444444444445,12695.925925925925,923.2857142857143,6.806896551724139
1121,CN2201300000000,22,13," Bienville Parish, LA",5977.592592592592,5469.481481481482,499.8965517241379,8.36551724137931
1122,CN2201500000000,22,15," Bossier Parish, LA",49807.07407407407,47048.22222222222,2758.8518518518517,5.506896551724138
1123,CN2201700000000,22,17," Caddo Parish, LA",113701.0,106252.81481481482,7448.185185185185,6.462068965517242
1124,CN2201900000000,22,19," Calcasieu Parish, LA",89638.44444444444,84402.85185185185,5235.592592592592,5.896551724137932
1125,CN2202100000000,22,21," Caldwell Parish, LA",4211.666666666667,3862.5555555555557,342.58620689655174,8.117241379310345
1126,CN2202300000000,22,23," Cameron Parish, LA",3791.962962962963,3597.185185185185,194.93103448275863,5.124137931034483
1127,CN2202500000000,22,25," Catahoula Parish, LA",4297.962962962963,3903.259259259259,387.62068965517244,8.965517241379313
1128,CN2202700000000,22,27," Claiborne Parish, LA",6322.888888888889,5856.666666666667,460.7241379310345,7.2379310344827585
1129,CN2202900000000,22,29," Concordia Parish, LA",7839.444444444444,7033.740740740741,793.5862068965517,10.072413793103445
1130,CN2203100000000,22,31," De Soto Parish, LA",10881.333333333334,10011.25925925926,856.7241379310345,7.879310344827586
1131,CN2203300000000,22,33," East Baton Rouge Parish, LA",212387.2962962963,201070.25925925927,11317.037037037036,5.337931034482759
1132,CN2203500000000,22,35," East Carroll Parish, LA",2865.3333333333335,2464.703703703704,395.62068965517244,13.765517241379312
1133,CN2203700000000,22,37," East Feliciana Parish, LA",7867.0,7357.148148148148,507.3448275862069,6.434482758620691
1134,CN2203900000000,22,39," Evangeline Parish, LA",12315.962962962964,11453.074074074075,853.1724137931035,6.927586206896553
1135,CN2204100000000,22,41," Franklin Parish, LA",8591.037037037036,7787.444444444444,790.2068965517242,9.220689655172412
1136,CN2204300000000,22,43," Grant Parish, LA",7717.2962962962965,7138.518518518518,570.2068965517242,7.431034482758623
1137,CN2204500000000,22,45," Iberia Parish, LA",31312.777777777777,29222.48148148148,2090.296296296296,6.60689655172414
1138,CN2204700000000,22,47," Iberville Parish, LA",13100.962962962964,12010.962962962964,1078.5714285714287,8.268965517241382
1139,CN2204900000000,22,49," Jackson Parish, LA",6587.0,6186.222222222223,396.1034482758621,6.024137931034483
1140,CN2205100000000,22,51," Jefferson Parish, LA",225338.4814814815,212331.07407407407,13007.407407407407,5.785185185185186
1141,CN2205300000000,22,53," Jefferson Davis Parish, LA",12939.814814814816,12116.222222222223,813.9310344827586,6.327586206896551
1142,CN2205500000000,22,55," Lafayette Parish, LA",102529.77777777778,97664.03703703704,4865.740740740741,4.6896551724137945
1143,CN2205700000000,22,57," Lafourche Parish, LA",42629.88888888889,40603.88888888889,2026.0,4.758620689655173
1144,CN2205900000000,22,59," LaSalle Parish, LA",6094.740740740741,5716.555555555556,370.48275862068965,6.110344827586205
